Name,compass.wgt.h+.dx.z>0.2,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in x). ,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,26,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hp.dx_z316, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.05777697028413,2.5,4,0.121,0.105,0.145,0.36,0.2,1,0.52,0.1,7,0.052,0.05,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z317, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.08706980808663,2.5,4,0.177,0.145,0.215,0.37,0.2,1,0.49,0.1,7,0.117,0.069,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z318, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.26190128606002,2.5,4,0.249,0.215,0.3,0.38,0.2,1,0.46,0.1,7,-0.006,0.121,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z319, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.59026461420325,2.5,4,0.351,0.3,0.55,0.39,0.2,1,0.46,0.1,7,0.218,0.23,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z320, 1 - 1 – 13101, 1 - 1- 2101,301.039844,4.34281015012169,4,9,0.084,0.055,0.105,0.36,0.2,1,0.61,0.1,7,0.048,0.063,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z321, 1 - 1 – 13101, 1 - 1- 2101,301.039844,4.66690475583121,4,9,0.123,0.105,0.145,0.36,0.2,1,0.59,0.1,7,0.077,0.052,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z322, 1 - 1 – 13101, 1 - 1- 2101,301.039844,4.97091540865463,4,9,0.179,0.145,0.215,0.36,0.2,1,0.58,0.1,7,0.057,0.049,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z323, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.26117857518636,4,9,0.254,0.215,0.3,0.37,0.2,1,0.56,0.1,7,0.072,0.06,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z324, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.49090156531694,4,9,0.391,0.3,0.55,0.38,0.2,1,0.57,0.1,7,0.125,0.068,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z325, 1 - 1 – 13101, 1 - 1- 2101,301.039844,6.06300255648965,4,9,0.638,0.55,0.8,0.41,0.2,1,0.8,0.1,7,-0.01,0.197,1,True,0.1,0.9,10,10000,0.938,0.139
