Name,A8_Auu_1y2
Comment,ATLAS 8TeV angular coefficent A4 (used for normalization)
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_Auu_1y2.10,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,34.5,32.6,36.4,0.0564239,0.00399167,0.00192882,0.00048333,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.11,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,38.4,36.4,40.4,0.0563652,0.00445213,0.00215344,0.000496984,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.12,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,42.65,40.4,44.9,0.0557544,0.00486952,0.00238563,0.000503574,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.13,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,47.55,44.9,50.2,0.0545799,0.00509671,0.00250712,0.000500609,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.14,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,53.3,50.2,56.4,0.0521323,0.00511619,0.00251794,0.000488194,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.15,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,60.15,56.4,63.9,0.0483894,0.00505009,0.00246418,0.000471708,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.16,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,68.65,63.9,73.4,0.0435462,0.0051306,0.00256603,0.000465182,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.17,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,79.4,73.4,85.4,0.0383613,0.00555902,0.00278267,0.000495367,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.18,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,95.2,85.4,105.0,0.0335306,0.0060755,0.0030349,0.000606499,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.19,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,118.5,105.0,132.0,0.0311117,0.00653612,0.00304809,0.000865759,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.20,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,152.5,132.0,173.0,0.0332297,0.00782688,0.00356572,0.00136943,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.21,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,213.0,173.0,253.0,0.0424648,0.0131879,0.0059126,0.00224975,1.0,False,20.0,20.0,2.0,4.5
A8_Auu_1y2.22,1 - 1 - 1 - 2,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,426.5,253.0,600.0,0.0632245,0.0255266,0.0106158,0.00368243,1.0,False,20.0,20.0,2.0,4.5
