Name,compass16.ALT.h+.1<z.dz
Comment,COMPASS16 DSSA-A.LT  h+ from p, (0.1<z<1) (differential in z)
Reference,1609.07374
Process type,SIDIS
Number of points,20
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.03
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.ALT.h+.1<z.dz.10,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.0610455730027932,2.5,4.0,0.119,0.023135809049988153,0.5330490405117271,0.14,0.1,0.2,0.4,0.1,10.0,-0.01,0.017,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.11,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.0643106892089125,2.5,4.0,0.127,0.023135809049988153,0.5330490405117271,0.24,0.2,0.3,0.46,0.1,10.0,0.024,0.026,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.12,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.0643106892089125,2.5,4.0,0.132,0.023135809049988153,0.5330490405117271,0.35,0.3,0.4,0.52,0.1,10.0,0.024,0.036,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.13,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.0675723300355937,2.5,4.0,0.136,0.023135809049988153,0.5330490405117271,0.48,0.4,0.6,0.58,0.1,10.0,0.001,0.039,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.14,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.062678566222711,2.5,4.0,0.141,0.023135809049988153,0.5330490405117271,0.72,0.6,1.0,0.66,0.1,10.0,0.012,0.061,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.15,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.123475382979799,4.0,9.0,0.231,0.059227671167969675,0.8988000420238954,0.14,0.1,0.2,0.42,0.1,10.0,0.057,0.026,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.16,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.120546845796843,4.0,9.0,0.241,0.059227671167969675,0.8988000420238954,0.24,0.2,0.3,0.5,0.1,10.0,0.076,0.038,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.17,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.120546845796843,4.0,9.0,0.248,0.059227671167969675,0.8988000420238954,0.35,0.3,0.4,0.57,0.1,10.0,0.045,0.052,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.18,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.123475382979799,4.0,9.0,0.257,0.059227671167969675,0.8988000420238954,0.48,0.4,0.6,0.67,0.1,10.0,0.101,0.055,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.1<z.dz.19,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.127377497317708,4.0,9.0,0.275,0.059227671167969675,0.8988000420238954,0.72,0.6,1.0,0.85,0.1,10.0,0.046,0.086,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
