Name,CMS13-16y24
Comment,CMS 13TeV 1.6<|y|<2.4 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-16y24.13,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,15.0,14.0,16.0,3.0766,0.07244389812123585,0.0030766,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.14,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,17.0,16.0,18.0,2.6188,0.05844074931928919,0.0026187999999999997,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.15,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,19.0,18.0,20.0,2.2688,0.04872056633496782,0.0022688,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.16,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,21.0,20.0,22.0,2.0884,0.04307092277859854,0.0020884000000000002,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.17,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,23.5,22.0,25.0,1.7604,0.03470265142607982,0.0017604,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-16y24.18,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,26.5,25.0,28.0,1.4684,0.0278041453923691,0.0014684,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-16y24.19,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,30.0,28.0,32.0,1.2036,0.021946137450585688,0.0012036,0.5,True,25.0,25.0,-2.4,2.4
CMS13-16y24.20,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,34.5,32.0,37.0,0.95777,0.01648799793599878,0.00095777,0.4,True,25.0,25.0,-2.4,2.4
CMS13-16y24.21,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,40.0,37.0,43.0,0.72679,0.012300875941879097,0.00072679,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-16y24.22,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,47.5,43.0,52.0,0.51193,0.00942127703326359,0.00051193,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-16y24.23,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,58.5,52.0,65.0,0.294,0.006154393955541034,0.000294,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-16y24.24,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,75.0,65.0,85.0,0.14481,0.003343497261476372,0.00014481,0.1,True,25.0,25.0,-2.4,2.4
CMS13-16y24.25,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,102.5,85.0,120.0,0.061848,0.001570350279396288,6.184800000000001e-05,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-16y24.26,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,140.0,120.0,160.0,0.024489,0.0007114557480792462,2.4489000000000002e-05,0.05,True,25.0,25.0,-2.4,2.4
CMS13-16y24.27,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,175.0,160.0,190.0,0.011064,0.00036609641571586034,1.1064e-05,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-16y24.28,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,205.0,190.0,220.0,0.0061593,0.0002299925174733952,6.1593000000000005e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-16y24.29,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,235.0,220.0,250.0,0.0034714,0.0001444553708762675,3.4714e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-16y24.30,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,275.0,250.0,300.0,0.0017474,7.97739749479741e-05,1.7474000000000002e-06,0.04,True,25.0,25.0,-2.4,2.4
CMS13-16y24.31,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,350.0,300.0,400.0,0.000559,2.94593043196882e-05,5.590000000000001e-07,0.02,True,25.0,25.0,-2.4,2.4
CMS13-16y24.32,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,950.0,400.0,1500.0,1.408e-05,9.008620849497441e-07,1.4080000000000001e-08,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
